⚠️ PR #79 State Management with Easy-Peasy (woozyking),https://github.com/EQWorks/ml-ui/pull/79,wip,woozyking, State Management with Easy-Peasy
👀 PR #7 Add color variants to button (kc-leung),https://github.com/EQWorks/lumen-ui/pull/7,needs review,kc-leung, Add color variants to button
👀 PR #67 get_audience - add limit to number of pois (bsandi1220),https://github.com/EQWorks/locussdk/pull/67,needs review,bsandi1220, get_audience - add limit to number of pois
✔️ PR #507 activity - remove popular-times 750/min rate limit (woozyking),https://github.com/EQWorks/firstorder/pull/507,done,woozyking, activity - remove popular-times 750/min rate limit
✔️ PR #506 hub - add s3 object connection type and auto sync on creation (woozyking),https://github.com/EQWorks/firstorder/pull/506,done,woozyking, hub - add s3 object connection type and auto sync on creation
👀 PR #505 ML Overhaul - Executions + saved queries (kevlabs),https://github.com/EQWorks/firstorder/pull/505,needs review,kevlabs, ML Overhaul - Executions + saved queries
✔️ PR #25 devops - fix serverless (bsandi1220),https://github.com/EQWorks/PopularTimes/pull/25,done,bsandi1220, devops - fix serverless
✔️ PR #24 encryption - update encrypt method to achieve consistency over time (bsandi1220),https://github.com/EQWorks/PopularTimes/pull/24,done,bsandi1220, encryption - update encrypt method to achieve consistency over time
✔️ PR #34 devops - fix serverless (bsandi1220),https://github.com/EQWorks/EnrichData/pull/34,done,bsandi1220, devops - fix serverless
✔️ PR #33 popular times -  update decryption method (bsandi1220),https://github.com/EQWorks/EnrichData/pull/33,done,bsandi1220, popular times - update decryption method
✔️ PR #945 hub - new s3 object connector (woozyking),https://github.com/EQWorks/snoke/pull/945,done,woozyking, hub - new s3 object connector
⚠️ PR #939 ml - upgrade ml version + react-query version (hyx131),https://github.com/EQWorks/snoke/pull/939,wip,hyx131, ml - upgrade ml version + react-query version
"⚠️ PR #895 ML connect (c: tlowande, a: hyx131)",https://github.com/EQWorks/snoke/pull/895,wip,"c: tlowande, a: hyx131"," ML connect (c: tlowande, a:"
👀 PR #7 dashboard management interactions (DoParkEQ),https://github.com/EQWorks/snoke-dashboard/pull/7,needs review,DoParkEQ, dashboard management interactions
text,link,state,contributors,text_cleaned
"✔️ PR #122 data - add Pandas variant, revise instructions, submission in notebooks (woozyking)",https://github.com/EQWorks/ws-problems/pull/122,done,woozyking," data - add Pandas variant, revise instructions, submission in notebooks"
✔️ PR #113 product - re-org tracks and revise problems (woozyking),https://github.com/EQWorks/ws-problems/pull/113,done,woozyking, product - re-org tracks and revise problems
✔️ PR #1 devops/gltich - update install instruction (woozyking),https://github.com/EQWorks/ws-product-ruby/pull/1,done,woozyking, devops/gltich - update install instruction
✔️ PR #3 My branch (warrenchu),https://github.com/EQWorks/ws-data-spark/pull/3,done,warrenchu, My branch
✔️ PR #2 docker - use jupyter/pyspark-notebook image as the base (woozyking),https://github.com/EQWorks/ws-data-spark/pull/2,done,woozyking, docker - use jupyter/pyspark-notebook image as the base
✔️ PR #5 devops - update deps (woozyking),https://github.com/EQWorks/ws-product-python/pull/5,done,woozyking, devops - update deps
✔️ PR #6 devops - upgrade runtime and deps (woozyking),https://github.com/EQWorks/ws-product-nodejs/pull/6,done,woozyking, devops - upgrade runtime and deps
⚠️ PR #79 State Management with Easy-Peasy (woozyking),https://github.com/EQWorks/ml-ui/pull/79,wip,woozyking, State Management with Easy-Peasy
✔️ PR #72 saved-query + widgets lab (plotly) (tlowande),https://github.com/EQWorks/ml-ui/pull/72,done,tlowande, saved-query + widgets lab (plotly)
✔️ PR #71 saved queries + widgets lab (nivo) (tlowande),https://github.com/EQWorks/ml-ui/pull/71,done,tlowande, saved queries + widgets lab (nivo)
✔️ PR #68 widgets playground - flow selector for barChart (tlowande),https://github.com/EQWorks/ml-ui/pull/68,done,tlowande, widgets playground - flow selector for barChart
✔️ PR #59 bump version to0.3.0-alpha (eq-ianecc),https://github.com/EQWorks/ml-ui/pull/59,done,eq-ianecc, bump version to0.3.0-alpha
⚠️ PR #70 Saved queries (hyx131),https://github.com/EQWorks/ml-ui/pull/70,wip,hyx131, Saved queries
✔️ PR #63 PoiMap - add mode='empty' and state logic for empty maps to deal with mixed POI lists logic in poi-manage (geoerika),https://github.com/EQWorks/react-maps/pull/63,done,geoerika, PoiMap - add mode='empty' and state logic for empty maps to deal with mixed POI lists logic in poi-manage
⚠️ PR #59 POIMap - add Geocoder; fsa-features; logic to create and display geocoder resulting POIs (geoerika),https://github.com/EQWorks/react-maps/pull/59,wip,geoerika, POIMap - add Geocoder; fsa-features; logic to create and display geocoder resulting POIs
✔️ PR #14 06 - meta-automation (woozyking),https://github.com/EQWorks/python-curriculum/pull/14,done,woozyking, 06 - meta-automation
✔️ PR #14 login - separate api_stage & key_warden_stage (hyx131),https://github.com/EQWorks/common-login/pull/14,done,hyx131, login - separate api_stage & key_warden_stage
✔️ PR #56 Add warning for mixed POI lists (geoerika),https://github.com/EQWorks/poi-manage/pull/56,done,geoerika, Add warning for mixed POI lists
"👀 PR #5 Added endpoints for Sales channel, MarketingEvent sections (supuntennakoon)",https://github.com/EQWorks/connector-shopify/pull/5,needs review,supuntennakoon," Added endpoints for Sales channel, MarketingEvent sections"
👀 PR #4 Shopify - Endpoints for the Events Section (supuntennakoon),https://github.com/EQWorks/connector-shopify/pull/4,needs review,supuntennakoon, Shopify - Endpoints for the Events Section
👀 PR #3 Shopify - Endpoints for the Inventory Section (supuntennakoon),https://github.com/EQWorks/connector-shopify/pull/3,needs review,supuntennakoon, Shopify - Endpoints for the Inventory Section
👀 PR #2 Shopify - Endpoints for the Orders section (supuntennakoon),https://github.com/EQWorks/connector-shopify/pull/2,needs review,supuntennakoon, Shopify - Endpoints for the Orders section
👀 PR #1 Shopify - Endpoints for the Products section (supuntennakoon),https://github.com/EQWorks/connector-shopify/pull/1,needs review,supuntennakoon, Shopify - Endpoints for the Products section
✔️ PR #63 AOI - Improve fetching data (maluhoss),https://github.com/EQWorks/locussdk/pull/63,done,maluhoss, AOI - Improve fetching data
✔️ PR #62 get_popular_times - remove suppport for popular-times-v1 (bsandi1220),https://github.com/EQWorks/locussdk/pull/62,done,bsandi1220, get_popular_times - remove suppport for popular-times-v1
✔️ PR #61 get_geojson - add presigned post url for scalability (bsandi1220),https://github.com/EQWorks/locussdk/pull/61,done,bsandi1220, get_geojson - add presigned post url for scalability
✔️ PR #500 Locussdk - improve AOI fetching (maluhoss),https://github.com/EQWorks/firstorder/pull/500,done,maluhoss, Locussdk - improve AOI fetching
✔️ PR #499 locussdk - remove support for popular-times-v1 (bsandi1220),https://github.com/EQWorks/firstorder/pull/499,done,bsandi1220, locussdk - remove support for popular-times-v1
✔️ PR #498 locussdk - update get_geojson for better scalability (bsandi1220),https://github.com/EQWorks/firstorder/pull/498,done,bsandi1220, locussdk - update get_geojson for better scalability
✔️ PR #497 Hub - modify auth restriction (maluhoss),https://github.com/EQWorks/firstorder/pull/497,done,maluhoss, Hub - modify auth restriction
✔️ PR #31 AOI - improve scalability (maluhoss),https://github.com/EQWorks/EnrichData/pull/31,done,maluhoss, AOI - improve scalability
✔️ PR #30 get_geojson - update to use presigned post url (bsandi1220),https://github.com/EQWorks/EnrichData/pull/30,done,bsandi1220, get_geojson - update to use presigned post url
✔️ PR #7 demo - remove popular-times-v1 (bsandi1220),https://github.com/EQWorks/notebook-files/pull/7,done,bsandi1220, demo - remove popular-times-v1
✔️ PR #940 hub - auto-detect nullable columns from sample (woozyking),https://github.com/EQWorks/snoke/pull/940,done,woozyking, hub - auto-detect nullable columns from sample
⚠️ PR #939 ml - upgrade ml version + react-query version (hyx131),https://github.com/EQWorks/snoke/pull/939,wip,hyx131, ml - upgrade ml version + react-query version
👀 PR #23 popular-times-v1 - remove API backend (bsandi1220),https://github.com/EQWorks/PopularTimes/pull/23,needs review,bsandi1220, popular-times-v1 - remove API backend
✔️ PR #19 devops - update notebook image (bsandi1220),https://github.com/EQWorks/JupyterHub/pull/19,done,bsandi1220, devops - update notebook image
👀 PR #35 Bert embedding (steven-mindswire),https://github.com/EQWorks/release/pull/35,needs review,steven-mindswire, Bert embedding
✔️ PR #32 nlp/label - 2021-Feb batch (woozyking),https://github.com/EQWorks/release/pull/32,done,woozyking, nlp/label - 2021-Feb batch
text,link,state,contributors,text_cleaned
👀 PR #148 Tabs (hyx131),https://github.com/EQWorks/react-labs/pull/148,needs review,hyx131, Tabs
👀 PR #147 alert - simplify alert and eliminate inline-styles (woozyking),https://github.com/EQWorks/react-labs/pull/147,needs review,woozyking, alert - simplify alert and eliminate inline-styles
👀 PR #145 devops - release workflow rev and CHANGELOG redirects to github releases (woozyking),https://github.com/EQWorks/react-labs/pull/145,needs review,woozyking, devops - release workflow rev and CHANGELOG redirects to github releases
👀 PR #50 Files/restructure (hyx131),https://github.com/EQWorks/ml-ui/pull/50,needs review,hyx131, Files/restructure
👀 PR #49 query-builder/views - persist subviews open state (tlowande)Issue #48 persist subviews parent open,https://github.com/EQWorks/ml-ui/pull/49,needs review,tlowande, query-builder/views - persist subviews open state (tlowande)Issue persist subviews parent
✔️ PR #47 query-builder/filter - add default time for dates (tlowande)Issue #37 fix datePicker in where clause,https://github.com/EQWorks/ml-ui/pull/47,done,tlowande, query-builder/filter - add default time for dates (tlowande)Issue fix datePicker in where
"⚠️ PR #6 02 - logic controls (bitwise operations, try/except, assert) (woozyking)",https://github.com/EQWorks/python-curriculum/pull/6,wip,woozyking," 02 - logic controls (bitwise operations, try/except, assert)"
"👀 PR #5 02 - logic controls (conditions, boolean operations) (woozyking)",https://github.com/EQWorks/python-curriculum/pull/5,needs review,woozyking," 02 - logic controls (conditions, boolean operations)"
👀 PR #844 Fix/Adserver - Click tracker in click handler (kevlabs),https://github.com/EQWorks/flash/pull/844,needs review,kevlabs, Fix/Adserver - Click tracker in click handler
✔️ PR #843 agent - fix no expire daily nobids counters (eq-ianecc),https://github.com/EQWorks/flash/pull/843,done,eq-ianecc, agent - fix no expire daily nobids counters
⚠️ PR #1796 Integrate new poi-manage (geoerika),https://github.com/EQWorks/overlord/pull/1796,wip,geoerika, Integrate new poi-manage
👀 PR #18 Device/hh enrichment (bsandi1220),https://github.com/EQWorks/EnrichData/pull/18,needs review,bsandi1220, Device/hh enrichment
✔️ PR #17 Demographic enrichment by distance (maluhoss),https://github.com/EQWorks/EnrichData/pull/17,done,maluhoss, Demographic enrichment by distance
✔️ PR #482 Fix/ML - Add env to serverless (kevlabs),https://github.com/EQWorks/firstorder/pull/482,done,kevlabs, Fix/ML - Add env to serverless
✔️ PR #481 Dataset - add distance for enriching by distance (maluhoss),https://github.com/EQWorks/firstorder/pull/481,done,maluhoss, Dataset - add distance for enriching by distance
✔️ PR #480 Fix/ML - FDW connect + Atom segment view + WL/CU filters + Prefix sql cols with table + Debug mode (kevlabs),https://github.com/EQWorks/firstorder/pull/480,done,kevlabs, Fix/ML - FDW connect + Atom segment view + WL/CU filters + Prefix sql cols with table + Debug mode
✔️ PR #42 Enrich by distance (maluhoss),https://github.com/EQWorks/locussdk/pull/42,done,maluhoss, Enrich by distance
⚠️ PR #33 Add prompt for billing for getting AOI data (maluhoss),https://github.com/EQWorks/locussdk/pull/33,wip,maluhoss, Add prompt for billing for getting AOI data
✔️ PR #907 Add Map back under Analytics in nav (YizhiCatherineZhang),https://github.com/EQWorks/snoke/pull/907,done,YizhiCatherineZhang, Add Map back under Analytics in nav
✔️ PR #13 Asana/dev journal (hyx131),https://github.com/EQWorks/avail-bot/pull/13,done,hyx131, Asana/dev journal
⚠️ PR #8 devJournal - export methods for legion slack command (hyx131),https://github.com/EQWorks/avail-bot/pull/8,wip,hyx131, devJournal - export methods for legion slack command
✔️ PR #7 Dev journal (hyx131),https://github.com/EQWorks/avail-bot/pull/7,done,hyx131, Dev journal
✔️ PR #61 Patch calendar (tlowande),https://github.com/EQWorks/legion/pull/61,done,tlowande, Patch calendar
text,link,state,contributors,text_cleaned
👀 PR #1 Hubspot - Endpoints for the CRM (supuntennakoon),https://github.com/EQWorks/connector-hubspot/pull/1,needs review,supuntennakoon, Hubspot - Endpoints for the CRM
👀 PR #12 Bugfix/exception detection (wwwmonsterlam),https://github.com/EQWorks/connector-shopify/pull/12,needs review,wwwmonsterlam, Bugfix/exception detection
👀 PR #2 Shopify - Endpoints for the Orders section (supuntennakoon),https://github.com/EQWorks/connector-shopify/pull/2,needs review,supuntennakoon, Shopify - Endpoints for the Orders section
✔️ PR #81 Dataset - get Marketplace layers (maluhoss),https://github.com/EQWorks/locussdk/pull/81,done,maluhoss, Dataset - get Marketplace layers
👀 PR #80 Devops - add automated testing for demo notebooks on release (waynezhu6),https://github.com/EQWorks/locussdk/pull/80,needs review,waynezhu6, Devops - add automated testing for demo notebooks on release
✔️ PR #47 Get Marketplace Layers (maluhoss),https://github.com/EQWorks/EnrichData/pull/47,done,maluhoss, Get Marketplace Layers
✔️ PR #21 11 - work with SQL(ite) (woozyking),https://github.com/EQWorks/python-curriculum/pull/21,done,woozyking, 11 - work with SQL(ite)
